activity_id,date_id,activity_date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score,customer_health_band
18705,20240423,2024-04-23,281,83,Call,23,0.136,54.5,Neutral
18706,20250824,2025-08-24,897,22,Call,11,0.136,71.2,Neutral
18707,20221228,2022-12-28,514,83,Call,58,-0.46,69.9,Neutral
18708,20250417,2025-04-17,723,39,Call,12,1.0,70.8,Neutral
18709,20240814,2024-08-14,565,19,Call,24,-0.294,57.1,Neutral
18710,20241229,2024-12-29,763,70,Call,28,0.601,85.3,Healthy
18711,20210427,2021-04-27,859,59,Demo,33,0.644,72.5,Neutral
18712,20221130,2022-11-30,1141,23,Call,25,0.786,56.6,Neutral
18713,20241127,2024-11-27,878,8,Demo,23,0.365,82.6,Healthy
18714,20250205,2025-02-05,63,23,Email,58,1.0,87.8,Healthy
18715,20220324,2022-03-24,1158,70,Email,33,0.587,65.4,Neutral
18716,20250924,2025-09-24,416,9,Email,64,0.105,73.6,Neutral
18717,20230602,2023-06-02,98,4,Email,55,0.266,71.3,Neutral
18718,20240505,2024-05-05,192,64,Call,10,0.436,74.6,Neutral
18719,20250125,2025-01-25,42,74,Demo,26,0.365,77.1,Healthy
18720,20220909,2022-09-09,11,41,Demo,10,0.428,65.6,Neutral
18721,20250529,2025-05-29,927,58,Call,67,-0.621,60.1,Neutral
18722,20221231,2022-12-31,1158,80,Email,11,-0.541,55.0,Neutral
18723,20221031,2022-10-31,746,28,Training,46,0.243,70.9,Neutral
18724,20231023,2023-10-23,561,16,Email,39,0.571,72.3,Neutral
18725,20230916,2023-09-16,251,53,Business Review,65,-0.439,41.7,At Risk
18726,20240421,2024-04-21,647,16,Training,5,-0.174,71.9,Neutral
18727,20230515,2023-05-15,684,53,Email,66,-0.312,53.9,Neutral
18728,20240601,2024-06-01,1154,31,Email,76,0.428,82.7,Healthy
18729,20240906,2024-09-06,613,53,Call,45,0.367,75.0,Healthy
18730,20250217,2025-02-17,650,70,Email,5,0.155,84.5,Healthy
18731,20240830,2024-08-30,16,85,Call,50,0.881,88.1,Healthy
18732,20230505,2023-05-05,530,47,Demo,41,0.361,63.8,Neutral
18733,20241230,2024-12-30,612,69,Visit,57,0.31,80.2,Healthy
18734,20231124,2023-11-24,1060,45,Email,36,-0.154,48.2,At Risk
18735,20240517,2024-05-17,571,36,Call,33,1.0,76.2,Healthy
18736,20240623,2024-06-23,44,7,Visit,5,0.015,61.7,Neutral
18737,20220321,2022-03-21,499,68,Call,28,0.772,83.0,Healthy
18738,20240206,2024-02-06,451,52,Email,42,-0.158,68.7,Neutral
18739,20250721,2025-07-21,656,11,Email,12,0.185,63.2,Neutral
18740,20230813,2023-08-13,1026,66,Call,61,0.983,84.3,Healthy
18741,20251227,2025-12-27,849,44,Call,30,0.349,61.1,Neutral
18742,20251202,2025-12-02,506,39,Visit,37,0.158,68.7,Neutral
18743,20240620,2024-06-20,987,42,Visit,8,0.364,61.8,Neutral
18744,20250720,2025-07-20,212,14,Call,51,0.406,76.8,Healthy
18745,20251229,2025-12-29,627,20,Call,59,-0.526,53.0,Neutral
18746,20241118,2024-11-18,176,27,Demo,52,0.197,73.9,Neutral
18747,20251106,2025-11-06,487,37,Email,5,-0.118,64.8,Neutral
18748,20221013,2022-10-13,1079,65,Email,50,-0.353,55.7,Neutral
18749,20250126,2025-01-26,956,9,Email,8,-0.266,62.5,Neutral
18750,20231022,2023-10-22,110,10,Visit,44,0.675,93.0,Healthy
18751,20240104,2024-01-04,262,27,Email,8,0.165,71.5,Neutral
18752,20250806,2025-08-06,905,37,Training,5,-0.013,65.2,Neutral
18753,20210526,2021-05-26,1,40,Visit,30,0.159,62.4,Neutral
18754,20220125,2022-01-25,230,25,Business Review,34,0.287,51.4,Neutral
18755,20230226,2023-02-26,239,39,Demo,64,0.125,77.0,Healthy
18756,20251008,2025-10-08,689,9,Email,29,-0.456,62.0,Neutral
18757,20240228,2024-02-28,102,50,Demo,20,-0.095,64.0,Neutral
18758,20240422,2024-04-22,460,9,Email,34,0.505,78.8,Healthy
18759,20230329,2023-03-29,1109,73,Email,32,0.146,60.8,Neutral
18760,20240223,2024-02-23,1055,85,Call,6,-0.071,65.4,Neutral
18761,20240309,2024-03-09,136,75,Email,17,1.0,88.7,Healthy
18762,20240523,2024-05-23,170,17,Visit,42,1.0,96.1,Healthy
18763,20240624,2024-06-24,1200,42,Email,51,-0.473,43.2,At Risk
18764,20240323,2024-03-23,229,81,Email,31,0.069,61.9,Neutral
18765,20251228,2025-12-28,112,30,Visit,39,-0.354,63.7,Neutral
18766,20220405,2022-04-05,1070,39,Call,20,-0.611,60.7,Neutral
18767,20231118,2023-11-18,702,60,Call,76,-1.0,40.9,At Risk
18768,20231008,2023-10-08,878,63,Email,16,0.433,71.5,Neutral
18769,20221119,2022-11-19,1101,46,Email,12,-0.06,62.2,Neutral
18770,20240712,2024-07-12,684,64,Visit,15,-0.611,67.1,Neutral
18771,20220924,2022-09-24,233,29,Email,33,-0.303,73.9,Neutral
18772,20211119,2021-11-19,794,61,Call,65,0.799,75.4,Healthy
18773,20240928,2024-09-28,305,68,Email,26,-0.025,70.3,Neutral
18774,20250127,2025-01-27,338,44,Email,42,-0.411,41.3,At Risk
18775,20230822,2023-08-22,473,70,Call,24,0.811,96.3,Healthy
18776,20220302,2022-03-02,473,68,Training,30,0.058,62.7,Neutral
18777,20230208,2023-02-08,672,40,Call,64,-0.116,50.0,Neutral
18778,20221109,2022-11-09,88,41,Call,6,-0.044,62.2,Neutral
18779,20220901,2022-09-01,13,42,Call,56,0.208,62.6,Neutral
18780,20250304,2025-03-04,939,13,Call,47,-0.125,53.0,Neutral
18781,20250709,2025-07-09,573,41,Email,41,-0.508,56.9,Neutral
18782,20220512,2022-05-12,723,79,Demo,25,-0.012,64.8,Neutral
18783,20211009,2021-10-09,409,73,Visit,40,0.072,73.1,Neutral
18784,20241125,2024-11-25,363,20,Visit,67,0.514,62.3,Neutral
18785,20240214,2024-02-14,356,35,Email,33,-0.137,70.1,Neutral
18786,20240111,2024-01-11,1177,6,Training,35,0.51,61.2,Neutral
18787,20230822,2023-08-22,1079,58,Email,53,-0.118,63.9,Neutral
18788,20220705,2022-07-05,622,25,Email,24,-0.158,58.3,Neutral
18789,20250918,2025-09-18,608,73,Training,39,-0.433,59.2,Neutral
18790,20210917,2021-09-17,473,61,Email,11,-0.116,69.7,Neutral
18791,20250113,2025-01-13,1109,8,Email,35,0.349,61.7,Neutral
18792,20241020,2024-10-20,37,6,Call,57,-0.462,56.5,Neutral
18793,20230217,2023-02-17,979,50,Email,51,-0.05,64.7,Neutral
18794,20240924,2024-09-24,367,68,Visit,13,0.657,72.5,Neutral
18795,20230626,2023-06-26,640,50,Demo,44,0.195,63.3,Neutral
18796,20211211,2021-12-11,110,49,Call,47,0.024,53.5,Neutral
18797,20250711,2025-07-11,155,20,Email,27,-1.0,48.4,At Risk
18798,20230926,2023-09-26,16,48,Call,53,-0.012,48.0,At Risk
18799,20240126,2024-01-26,955,73,Call,40,0.088,53.6,Neutral
18800,20250816,2025-08-16,1092,59,Visit,5,1.0,75.4,Healthy
18801,20251221,2025-12-21,1079,58,Demo,18,0.242,70.8,Neutral
18802,20231201,2023-12-01,977,22,Business Review,43,0.286,57.1,Neutral
18803,20240727,2024-07-27,170,18,Email,40,0.502,73.8,Neutral
18804,20211214,2021-12-14,404,30,Call,37,0.81,79.3,Healthy
18805,20220925,2022-09-25,982,64,Email,36,-0.065,54.5,Neutral
18806,20241007,2024-10-07,92,40,Training,32,-0.919,43.9,At Risk
18807,20231215,2023-12-15,1030,15,Email,69,-0.282,64.2,Neutral
18808,20240604,2024-06-04,229,9,Demo,18,0.201,60.8,Neutral
18809,20230311,2023-03-11,465,80,Business Review,81,-0.26,66.3,Neutral
18810,20250404,2025-04-04,137,85,Email,18,0.592,84.0,Healthy
18811,20240314,2024-03-14,50,69,Call,44,-0.063,55.9,Neutral
18812,20230128,2023-01-28,946,41,Call,59,0.73,68.7,Neutral
18813,20240618,2024-06-18,1161,62,Email,42,-0.118,55.0,Neutral
18814,20210628,2021-06-28,950,40,Business Review,28,0.037,64.0,Neutral
18815,20250311,2025-03-11,788,25,Call,43,-0.841,49.5,At Risk
18816,20240504,2024-05-04,1133,52,Call,62,0.206,56.2,Neutral
18817,20251013,2025-10-13,53,69,Email,49,0.474,66.8,Neutral
18818,20210117,2021-01-17,802,59,Call,67,-0.073,53.3,Neutral
18819,20250115,2025-01-15,862,6,Email,27,0.25,64.9,Neutral
18820,20230317,2023-03-17,778,52,Visit,68,-0.191,51.9,Neutral
18821,20250531,2025-05-31,878,48,Business Review,17,0.507,64.3,Neutral
18822,20220715,2022-07-15,399,40,Call,56,-0.609,66.5,Neutral
18823,20250218,2025-02-18,229,59,Call,28,0.036,48.6,At Risk
18824,20250619,2025-06-19,159,23,Email,33,0.631,74.4,Neutral
18825,20240503,2024-05-03,650,75,Visit,5,-0.049,62.6,Neutral
18826,20230427,2023-04-27,674,10,Email,41,0.832,81.3,Healthy
18827,20250420,2025-04-20,1126,39,Demo,26,0.474,81.7,Healthy
18828,20210107,2021-01-07,323,34,Business Review,31,-0.006,69.0,Neutral
18829,20240313,2024-03-13,1010,37,Email,45,0.111,75.5,Healthy
18830,20230727,2023-07-27,428,32,Call,22,0.517,68.1,Neutral
18831,20221007,2022-10-07,1184,24,Business Review,49,-0.217,67.5,Neutral
18832,20250926,2025-09-26,224,28,Visit,50,-0.478,55.7,Neutral
18833,20231021,2023-10-21,684,53,Business Review,43,-0.183,59.8,Neutral
18834,20220922,2022-09-22,779,39,Call,15,0.261,73.6,Neutral
18835,20240111,2024-01-11,358,57,Email,43,0.262,69.7,Neutral
18836,20250409,2025-04-09,1140,37,Business Review,30,0.132,70.3,Neutral
18837,20240326,2024-03-26,338,44,Call,23,0.461,74.3,Neutral
18838,20231112,2023-11-12,846,36,Call,26,0.793,90.1,Healthy
18839,20240324,2024-03-24,534,7,Email,34,-0.043,61.3,Neutral
18840,20241024,2024-10-24,594,72,Demo,52,-0.044,58.9,Neutral
18841,20240527,2024-05-27,289,76,Call,25,-0.073,61.2,Neutral
18842,20231226,2023-12-26,1031,61,Call,22,-0.241,54.7,Neutral
18843,20250801,2025-08-01,88,16,Call,6,-0.847,65.9,Neutral
18844,20240930,2024-09-30,408,36,Call,51,-0.524,66.4,Neutral
18845,20231103,2023-11-03,843,26,Email,30,-0.324,76.2,Healthy
18846,20250901,2025-09-01,982,34,Email,45,0.119,74.4,Neutral
18847,20250713,2025-07-13,753,70,Business Review,35,0.46,81.4,Healthy
18848,20251016,2025-10-16,891,43,Call,33,-0.055,64.4,Neutral
18849,20220411,2022-04-11,34,25,Email,24,-0.455,64.6,Neutral
18850,20230426,2023-04-26,283,52,Call,76,0.61,74.2,Neutral
18851,20250212,2025-02-12,176,50,Email,5,-0.046,62.3,Neutral
18852,20240301,2024-03-01,395,2,Email,29,-0.089,69.5,Neutral
18853,20210614,2021-06-14,799,48,Call,46,-0.518,63.3,Neutral
18854,20241230,2024-12-30,252,73,Call,49,0.756,71.7,Neutral
18855,20230827,2023-08-27,273,73,Visit,52,0.204,67.1,Neutral
18856,20240626,2024-06-26,1128,60,Call,23,-0.013,70.1,Neutral
18857,20250404,2025-04-04,1111,26,Call,27,-0.121,64.2,Neutral
18858,20240525,2024-05-25,1173,14,Call,5,-0.513,56.6,Neutral
18859,20230330,2023-03-30,955,85,Call,70,1.0,88.2,Healthy
18860,20240529,2024-05-29,338,40,Visit,5,-0.411,65.6,Neutral
18861,20240110,2024-01-10,575,6,Call,34,-0.267,70.7,Neutral
18862,20221006,2022-10-06,1109,35,Call,34,-0.003,75.6,Healthy
18863,20220603,2022-06-03,906,59,Email,18,-0.027,56.1,Neutral
18864,20241101,2024-11-01,584,18,Training,52,-0.059,60.0,Neutral
18865,20230320,2023-03-20,307,34,Call,36,-0.767,55.8,Neutral
18866,20251106,2025-11-06,403,68,Call,67,0.316,71.5,Neutral
18867,20231020,2023-10-20,409,30,Demo,59,-0.342,41.9,At Risk
18868,20240818,2024-08-18,121,75,Visit,16,0.679,71.9,Neutral
18869,20241007,2024-10-07,259,11,Call,21,-0.446,63.3,Neutral
18870,20250705,2025-07-05,723,58,Email,61,-0.008,62.2,Neutral
18871,20220826,2022-08-26,929,10,Email,33,-0.334,53.8,Neutral
18872,20250101,2025-01-01,615,81,Email,50,0.949,66.8,Neutral
18873,20230515,2023-05-15,37,16,Call,7,0.11,74.4,Neutral
18874,20240718,2024-07-18,777,50,Call,52,0.283,75.1,Healthy
18875,20210416,2021-04-16,355,2,Call,95,-0.188,71.5,Neutral
18876,20230409,2023-04-09,502,16,Visit,59,0.156,65.4,Neutral
18877,20250516,2025-05-16,808,36,Call,32,0.531,78.6,Healthy
18878,20210119,2021-01-19,1010,64,Email,35,0.242,70.1,Neutral
18879,20250108,2025-01-08,349,58,Email,75,1.0,78.4,Healthy
18880,20250822,2025-08-22,1085,75,Call,24,0.578,78.9,Healthy
18881,20230831,2023-08-31,1162,50,Call,57,-0.69,49.9,At Risk
18882,20230506,2023-05-06,62,17,Call,55,0.31,65.5,Neutral
18883,20240103,2024-01-03,1079,44,Visit,41,0.581,71.9,Neutral
18884,20220920,2022-09-20,239,65,Training,56,-0.207,64.0,Neutral
18885,20221012,2022-10-12,413,42,Call,36,0.396,82.4,Healthy
18886,20240420,2024-04-20,64,69,Email,37,0.531,74.7,Neutral
18887,20240715,2024-07-15,734,79,Email,62,-0.482,70.2,Neutral
18888,20220523,2022-05-23,421,44,Email,31,0.692,74.7,Neutral
18889,20210808,2021-08-08,37,84,Visit,14,-0.043,53.5,Neutral
18890,20220101,2022-01-01,385,84,Email,22,0.439,91.1,Healthy
18891,20250303,2025-03-03,485,2,Visit,45,1.0,66.4,Neutral
18892,20241028,2024-10-28,704,42,Training,53,-0.091,72.3,Neutral
18893,20221221,2022-12-21,819,52,Demo,67,0.556,83.1,Healthy
18894,20231013,2023-10-13,835,82,Call,32,-1.0,56.3,Neutral
18895,20220427,2022-04-27,1070,58,Call,5,-0.071,75.1,Healthy
18896,20220609,2022-06-09,393,24,Call,31,0.067,72.7,Neutral
18897,20231129,2023-11-29,1079,76,Email,17,-0.294,62.0,Neutral
18898,20250111,2025-01-11,56,31,Email,37,0.764,70.1,Neutral
18899,20250602,2025-06-02,44,39,Email,40,-0.91,45.9,At Risk
18900,20250113,2025-01-13,569,34,Demo,5,-0.129,70.5,Neutral
18901,20240805,2024-08-05,799,35,Call,54,-0.453,59.6,Neutral
18902,20251011,2025-10-11,899,35,Call,34,-0.532,66.7,Neutral
18903,20231004,2023-10-04,780,64,Visit,15,-0.212,70.7,Neutral
18904,20240116,2024-01-16,503,46,Email,17,-0.517,52.9,Neutral
18905,20230804,2023-08-04,191,17,Email,33,0.109,50.5,Neutral
18906,20240803,2024-08-03,475,27,Email,35,0.628,63.5,Neutral
18907,20240531,2024-05-31,870,61,Training,34,0.567,88.6,Healthy
18908,20240518,2024-05-18,613,27,Call,29,-0.529,42.5,At Risk
18909,20220411,2022-04-11,1101,22,Email,70,0.999,92.6,Healthy
18910,20230328,2023-03-28,955,85,Email,36,-0.791,46.2,At Risk
18911,20240210,2024-02-10,778,41,Visit,36,-0.461,61.9,Neutral
18912,20230725,2023-07-25,613,42,Call,21,-0.675,39.5,At Risk
18913,20220912,2022-09-12,545,14,Email,34,-0.21,63.6,Neutral
18914,20240704,2024-07-04,557,27,Visit,27,-0.927,45.1,At Risk
18915,20230610,2023-06-10,807,50,Training,50,0.285,61.6,Neutral
18916,20230913,2023-09-13,205,58,Email,61,0.735,81.8,Healthy
18917,20231209,2023-12-09,314,69,Call,69,0.513,72.1,Neutral
18918,20250129,2025-01-29,382,39,Demo,27,1.0,76.6,Healthy
18919,20240417,2024-04-17,1017,27,Call,34,0.216,63.2,Neutral
18920,20220515,2022-05-15,173,19,Email,37,0.01,62.2,Neutral
18921,20231229,2023-12-29,1138,84,Call,39,-0.335,65.4,Neutral
18922,20211219,2021-12-19,916,46,Business Review,27,0.371,66.8,Neutral
18923,20251028,2025-10-28,613,2,Call,46,-0.401,40.6,At Risk
18924,20230703,2023-07-03,565,62,Demo,26,0.374,64.0,Neutral
18925,20251216,2025-12-16,484,44,Email,37,0.083,60.7,Neutral
18926,20230522,2023-05-22,85,42,Email,7,-0.117,71.4,Neutral
18927,20220618,2022-06-18,819,4,Visit,5,-0.419,59.4,Neutral
18928,20241116,2024-11-16,22,83,Call,50,-0.719,55.6,Neutral
18929,20231203,2023-12-03,941,59,Email,31,-0.828,60.6,Neutral
18930,20220528,2022-05-28,684,37,Visit,46,0.104,65.6,Neutral
18931,20241123,2024-11-23,718,49,Demo,52,0.438,71.9,Neutral
18932,20230318,2023-03-18,1012,29,Call,48,0.167,66.5,Neutral
18933,20230412,2023-04-12,465,61,Business Review,51,0.826,76.6,Healthy
18934,20250103,2025-01-03,351,46,Demo,30,0.375,66.2,Neutral
18935,20240518,2024-05-18,1196,22,Business Review,53,0.565,72.4,Neutral
18936,20230821,2023-08-21,749,53,Call,47,-0.777,53.0,Neutral
18937,20240930,2024-09-30,686,62,Call,22,-1.0,54.8,Neutral
18938,20250319,2025-03-19,303,53,Call,29,-0.432,55.7,Neutral
18939,20240404,2024-04-04,627,31,Call,38,0.081,66.5,Neutral
18940,20230819,2023-08-19,731,44,Call,19,-0.088,74.0,Neutral
18941,20250306,2025-03-06,255,69,Business Review,72,-0.246,73.4,Neutral
18942,20210125,2021-01-25,758,74,Email,66,-0.539,60.6,Neutral
18943,20231220,2023-12-20,1044,26,Visit,5,-0.564,41.1,At Risk
18944,20230920,2023-09-20,88,84,Call,62,0.597,85.4,Healthy
18945,20250815,2025-08-15,626,14,Business Review,66,0.99,82.0,Healthy
18946,20240407,2024-04-07,1141,82,Business Review,27,-0.476,58.3,Neutral
18947,20250413,2025-04-13,425,29,Email,65,0.191,50.6,Neutral
18948,20250609,2025-06-09,694,18,Email,45,-0.358,69.3,Neutral
18949,20221021,2022-10-21,465,14,Email,31,0.293,81.9,Healthy
18950,20250415,2025-04-15,89,57,Call,31,-0.192,57.4,Neutral
18951,20230629,2023-06-29,406,61,Email,28,-0.034,62.5,Neutral
18952,20230219,2023-02-19,421,39,Demo,17,0.773,69.5,Neutral
18953,20250626,2025-06-26,1081,30,Email,49,0.25,83.2,Healthy
18954,20221102,2022-11-02,346,68,Email,66,-0.986,56.6,Neutral
18955,20240407,2024-04-07,576,75,Call,51,0.236,74.7,Neutral
18956,20240229,2024-02-29,334,50,Email,17,-0.23,74.1,Neutral
18957,20251026,2025-10-26,495,33,Demo,35,-0.019,71.4,Neutral
18958,20240424,2024-04-24,208,50,Call,59,0.06,57.7,Neutral
18959,20250710,2025-07-10,1047,63,Call,16,0.043,68.9,Neutral
18960,20230504,2023-05-04,1184,55,Business Review,44,-0.837,57.8,Neutral
18961,20250614,2025-06-14,131,16,Call,25,-0.141,68.8,Neutral
18962,20240617,2024-06-17,575,16,Call,5,0.287,67.3,Neutral
18963,20210502,2021-05-02,430,69,Visit,19,0.033,79.0,Healthy
18964,20230717,2023-07-17,1183,36,Email,21,-0.88,47.9,At Risk
18965,20220324,2022-03-24,170,18,Email,32,0.88,85.4,Healthy
18966,20241220,2024-12-20,933,59,Demo,48,0.799,85.9,Healthy
18967,20250328,2025-03-28,937,67,Call,20,-0.816,50.5,Neutral
18968,20250219,2025-02-19,4,14,Visit,5,-0.245,55.1,Neutral
18969,20240730,2024-07-30,988,38,Training,74,-0.723,38.6,At Risk
18970,20220729,2022-07-29,390,3,Call,29,-0.064,69.0,Neutral
18971,20240310,2024-03-10,633,40,Business Review,5,-0.72,50.0,Neutral
18972,20211230,2021-12-30,799,73,Email,46,0.297,71.8,Neutral
18973,20240123,2024-01-23,1092,18,Visit,27,-1.0,47.6,At Risk
18974,20241030,2024-10-30,338,40,Call,53,0.194,59.1,Neutral
18975,20221018,2022-10-18,342,3,Email,66,-0.557,55.5,Neutral
18976,20250625,2025-06-25,263,33,Email,63,1.0,82.0,Healthy
18977,20250224,2025-02-24,320,28,Call,49,-0.281,66.9,Neutral
18978,20230807,2023-08-07,842,69,Call,38,-0.133,59.0,Neutral
18979,20251023,2025-10-23,87,64,Email,47,-0.18,69.7,Neutral
18980,20250302,2025-03-02,945,80,Email,11,-0.179,45.6,At Risk
18981,20230522,2023-05-22,41,22,Email,68,0.139,70.0,Neutral
18982,20251116,2025-11-16,363,49,Call,51,0.684,68.8,Neutral
18983,20210927,2021-09-27,1012,44,Demo,27,0.344,63.1,Neutral
18984,20230525,2023-05-25,334,53,Demo,36,0.304,64.3,Neutral
18985,20230807,2023-08-07,1047,73,Call,37,-0.222,66.8,Neutral
18986,20230917,2023-09-17,316,60,Demo,34,0.637,81.2,Healthy
18987,20230116,2023-01-16,871,50,Call,9,0.406,66.2,Neutral
18988,20240412,2024-04-12,382,40,Email,18,-0.186,52.0,Neutral
18989,20240417,2024-04-17,613,34,Call,20,1.0,81.8,Healthy
18990,20251008,2025-10-08,857,48,Email,5,0.481,65.5,Neutral
18991,20231008,2023-10-08,101,17,Business Review,53,-0.214,80.4,Healthy
18992,20241128,2024-11-28,363,62,Visit,30,0.583,63.4,Neutral
18993,20240423,2024-04-23,639,42,Call,18,-0.915,53.6,Neutral
18994,20241215,2024-12-15,241,61,Email,12,-0.061,65.1,Neutral
18995,20250819,2025-08-19,238,38,Call,25,-0.048,66.2,Neutral
18996,20241110,2024-11-10,321,14,Visit,27,1.0,79.2,Healthy
18997,20230731,2023-07-31,1081,48,Call,16,-0.161,68.9,Neutral
18998,20240923,2024-09-23,1005,56,Call,21,-1.0,31.1,At Risk
18999,20210328,2021-03-28,1188,30,Training,8,-0.395,60.0,Neutral
19000,20221016,2022-10-16,174,43,Email,42,0.7,72.5,Neutral
19001,20230514,2023-05-14,876,45,Email,29,0.28,69.0,Neutral
19002,20230820,2023-08-20,224,28,Training,37,-0.928,53.0,Neutral
19003,20230406,2023-04-06,85,69,Email,50,-0.572,75.0,Healthy
19004,20210208,2021-02-08,874,14,Call,20,-0.538,54.7,Neutral
19005,20230524,2023-05-24,15,14,Call,29,0.526,69.0,Neutral
19006,20250327,2025-03-27,673,14,Call,22,-0.202,64.9,Neutral
19007,20251214,2025-12-14,867,69,Call,73,0.09,62.8,Neutral
19008,20240312,2024-03-12,1006,37,Email,48,0.808,64.3,Neutral
19009,20220609,2022-06-09,1158,61,Demo,54,0.788,80.0,Healthy
19010,20250730,2025-07-30,524,49,Call,5,0.494,78.2,Healthy
19011,20240114,2024-01-14,405,85,Call,14,-1.0,54.0,Neutral
19012,20220418,2022-04-18,795,4,Call,43,-0.475,56.4,Neutral
19013,20250118,2025-01-18,779,39,Email,47,-0.895,59.9,Neutral
19014,20240904,2024-09-04,363,72,Call,25,0.158,64.6,Neutral
19015,20250328,2025-03-28,877,64,Email,16,-0.458,60.0,Neutral
19016,20250426,2025-04-26,417,80,Call,41,0.489,85.5,Healthy
19017,20240512,2024-05-12,1158,46,Training,33,0.13,64.9,Neutral
19018,20231230,2023-12-30,375,72,Email,45,0.551,73.9,Neutral
19019,20240522,2024-05-22,623,50,Email,48,0.701,78.0,Healthy
19020,20250930,2025-09-30,237,64,Call,63,0.179,63.2,Neutral
19021,20221023,2022-10-23,1070,7,Call,25,-0.085,87.6,Healthy
19022,20240930,2024-09-30,504,23,Call,23,-0.354,60.3,Neutral
19023,20230204,2023-02-04,258,9,Demo,44,-0.28,61.8,Neutral
19024,20230629,2023-06-29,982,69,Email,47,0.197,46.6,At Risk
19025,20240520,2024-05-20,1026,30,Call,7,-0.501,52.0,Neutral
19026,20240625,2024-06-25,856,44,Business Review,23,-0.476,71.5,Neutral
19027,20211223,2021-12-23,409,63,Call,5,-0.417,55.1,Neutral
19028,20250722,2025-07-22,495,28,Visit,48,0.673,77.6,Healthy
19029,20230916,2023-09-16,1142,42,Email,57,1.0,83.9,Healthy
19030,20230118,2023-01-18,982,27,Call,50,0.566,55.3,Neutral
19031,20221208,2022-12-08,628,61,Demo,28,0.076,65.8,Neutral
19032,20250221,2025-02-21,59,62,Business Review,44,0.256,76.5,Healthy
19033,20230412,2023-04-12,1162,42,Email,28,0.716,76.1,Healthy
19034,20230805,2023-08-05,524,3,Email,29,0.63,74.5,Neutral
19035,20250406,2025-04-06,725,53,Business Review,17,0.317,77.6,Healthy
19036,20230220,2023-02-20,684,69,Visit,48,0.232,65.5,Neutral
19037,20220710,2022-07-10,152,43,Business Review,22,0.111,62.7,Neutral
19038,20250110,2025-01-10,129,28,Visit,15,0.553,75.0,Healthy
19039,20220829,2022-08-29,645,4,Email,6,0.058,55.6,Neutral
19040,20230614,2023-06-14,666,84,Call,29,0.627,68.2,Neutral
19041,20220530,2022-05-30,688,64,Visit,44,0.301,49.9,At Risk
19042,20240428,2024-04-28,1150,50,Training,28,-0.562,56.9,Neutral
19043,20240117,2024-01-17,304,51,Demo,56,-0.745,56.0,Neutral
19044,20250516,2025-05-16,777,27,Call,32,-0.485,78.4,Healthy
19045,20240704,2024-07-04,476,23,Demo,28,0.783,73.7,Neutral
19046,20230218,2023-02-18,636,67,Training,33,-0.983,59.4,Neutral
19047,20250905,2025-09-05,271,63,Email,17,-0.044,58.3,Neutral
19048,20240603,2024-06-03,1034,79,Email,43,0.594,81.8,Healthy
19049,20241221,2024-12-21,814,15,Call,45,0.813,97.1,Healthy
19050,20240828,2024-08-28,786,2,Visit,53,-0.013,74.3,Neutral
19051,20241014,2024-10-14,453,72,Visit,23,-0.474,63.9,Neutral
19052,20241014,2024-10-14,966,11,Visit,18,-0.083,67.3,Neutral
19053,20240610,2024-06-10,1164,14,Call,21,0.007,56.5,Neutral
19054,20250914,2025-09-14,1038,37,Email,31,-0.253,73.4,Neutral
19055,20240314,2024-03-14,517,56,Demo,70,0.021,76.4,Healthy
19056,20241028,2024-10-28,584,57,Email,39,0.817,66.7,Neutral
19057,20220228,2022-02-28,702,47,Call,32,0.283,63.4,Neutral
19058,20250424,2025-04-24,379,14,Email,45,0.784,77.1,Healthy
19059,20240710,2024-07-10,799,85,Email,48,-0.123,53.6,Neutral
19060,20250725,2025-07-25,14,16,Call,23,0.327,70.8,Neutral
