alert_queue_rank,product_id,year_month,region_id,region,target_month,next_month_risk_label,split,split_row_number,model_scope,actual_risk_label_num,actual_risk_label,predicted_risk_label_num,predicted_risk_label,prob_low_risk,prob_medium_risk,high_risk_probability,high_risk_probability_pct,risk_score,risk_score_0_10,selected_high_risk_threshold,is_any_risk_alert,is_high_risk_alert,is_false_alarm,is_missed_high_risk,product_line,product_category,product_name,lifecycle_stage,units_sold,revenue,unique_customers,avg_discount_pct,market_demand_index,competitor_pressure_index,stockout_flag,backorder_units,campaign_flag,website_visits,demo_requests,estimated_gross_profit,estimated_gross_margin_pct,product_unit_share_category_region,unit_share_change_pct,risk_factor_under_trend,risk_factor_volatility,risk_factor_sales_drop,risk_factor_customer_drop,supply_pressure_score,customer_count_growth_pct,market_tailwind_score,high_competition_flag,margin_gap_vs_target,campaign_active_with_no_sales,commercial_pressure_score,demand_supply_mismatch_flag,revenue_at_risk_proxy,model_explained_class,model_explained_class_probability,model_explained_class_base_probability,model_high_risk_base_probability,model_driver_1,model_driver_1_contribution_pp,model_driver_1_direction,model_driver_2,model_driver_2_contribution_pp,model_driver_2_direction,model_driver_3,model_driver_3_contribution_pp,model_driver_3_direction,model_driver_4,model_driver_4_contribution_pp,model_driver_4_direction,model_driver_5,model_driver_5_contribution_pp,model_driver_5_direction,business_risk_indicators,risk_drivers,recommended_action,business_indicator_count,monitoring_priority,review_rank_within_split
478,1064,2025-12-01,9,Western EU,2026-01-01,,scoring,649,refit_model_current_scoring,,,1,Medium Risk,0.3158269139185395,0.6745484846087698,0.009624601472691069,0.9624601472691069,1.0,3.4689884377707596,0.39,1,0,,,Medical,Medical Sensor,Medical Sensor Model 05,Growth,160.0,25447.89,2.0,0.1215,,,0,0.0,False,300,5,11875.09,0.4666434034413069,0.0975609756097561,3.2195121951219514,0,0,0,0,10.0,1.0,10.0,,0.0166434034413069,0,2.0,,508.9578,Medium Risk,0.6745484846087698,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-3.7304906720353874,decreases predicted class probability,Customers Lag 1M,3.324348354172324,increases predicted class probability,Units Lag 1M,3.049532369928193,increases predicted class probability,Units Vs 6M Avg Pct,3.042789739166155,increases predicted class probability,Unit Share Lag 1M,2.9236308156506916,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,895
479,1127,2025-12-01,8,Eastern EU,2026-01-01,,scoring,1278,refit_model_current_scoring,,,1,Medium Risk,0.35832415488580416,0.632051470179698,0.009624374934497876,0.9624374934497877,1.0,3.2565011002434687,0.39,1,0,,,Accessories,Connectivity Module,Connectivity Module Model 08,Mature,129.0,7914.91,2.0,0.1415,,,0,0.0,False,272,1,2133.13,0.2695078023628822,0.0852047556142668,3.376116248348745,0,0,0,0,10.0,1.0,10.0,,-0.0404921976371177,0,2.0,,158.2982,Medium Risk,0.632051470179698,0.33333333333332965,0.3333333333333305,Units Lag 1M,3.4070146508215244,increases predicted class probability,Customers Lag 1M,3.285347989764432,increases predicted class probability,Customer Share Category Region,-3.054728679392298,decreases predicted class probability,Unit Share Lag 1M,2.8605824144657706,increases predicted class probability,Revenue Lag 1M,2.4608777569558944,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,896
480,1052,2025-12-01,5,Northern EU,2026-01-01,,scoring,525,refit_model_current_scoring,,,1,Medium Risk,0.3506621574817818,0.6397973672305266,0.009540475287692075,0.9540475287692075,1.0,3.2943915890295536,0.39,1,0,,,IT,Tablet Enterprise,Tablet Enterprise Model 13,Mature,169.0,52763.63,2.0,0.1973333333333333,,,0,0.0,False,372,3,4875.789999999994,0.0924081606970557,0.0882045929018789,11.740663419160288,0,0,0,0,10.0,1.0,10.0,,-0.1775918393029442,0,2.0,,1055.2726,Medium Risk,0.6397973672305266,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-4.50882473395181,decreases predicted class probability,Customers Lag 1M,3.4471527622971814,increases predicted class probability,Units Lag 1M,3.0472380717672207,increases predicted class probability,Unit Share Lag 1M,2.4434627985923774,increases predicted class probability,Customer Count Growth Pct,2.2237917082143803,increases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,900
481,1037,2025-12-01,3,Southern EU,2026-01-01,,scoring,373,refit_model_current_scoring,,,1,Medium Risk,0.1568690078724851,0.8335994196093425,0.009531572518172143,0.9531572518172142,1.0,4.263312823228434,0.39,1,0,,,IT,Laptop Standard,Laptop Standard Model 18,Growth,249.0,190083.49,5.0,0.1467999999999999,,,0,0.0,False,357,5,52374.04000000001,0.2755317676458908,0.1267820773930753,-0.1362431938152044,0,0,0,0,10.0,0.25,10.0,,0.0355317676458908,0,2.0,,3801.6698,Medium Risk,0.8335994196093425,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.2776915386954286,increases predicted class probability,Units Lag 1M,3.176320994277398,increases predicted class probability,Unit Share Lag 1M,3.1478589455111337,increases predicted class probability,Customer Share Category Region,2.371018818166852,increases predicted class probability,Product Revenue Share Category Region,2.330407652663815,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,901
482,1119,2025-12-01,5,Northern EU,2026-01-01,,scoring,1195,refit_model_current_scoring,,,1,Medium Risk,0.42997675533675933,0.5605027067075263,0.009520537955714357,0.9520537955714358,1.0,2.897718913094775,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 20,Growth,104.0,144842.37,2.0,0.1404999999999999,,,0,0.0,True,2263,46,63812.84999999999,0.4405675632068157,0.0645962732919254,1.978605935127674,0,0,0,0,10.0,1.0,10.0,,0.1005675632068157,0,2.0,,2896.8474,Medium Risk,0.5605027067075263,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-3.7497515608161085,decreases predicted class probability,Customers Lag 1M,3.225859731441822,increases predicted class probability,Units Lag 1M,3.0515115681263643,increases predicted class probability,Units Vs 6M Avg Pct,3.004836572827305,increases predicted class probability,Unit Share Lag 1M,2.3304153141091537,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,902
483,1107,2025-12-01,9,Western EU,2026-01-01,,scoring,1079,refit_model_current_scoring,,,1,Medium Risk,0.35692039556275196,0.6336034209287373,0.009476183508511017,0.9476183508511017,0.9,3.2627789397287965,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 08,Mature,77.0,114588.39,2.0,0.088,,,0,0.0,False,382,12,49183.05,0.4292149492631845,0.0661512027491409,28.23883161512027,0,0,0,0,10.0,1.0,10.0,,0.0892149492631845,0,2.0,,2291.7678,Medium Risk,0.6336034209287373,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.498707725970269,increases predicted class probability,Customer Count Growth Pct,2.402038295177307,increases predicted class probability,Revenue Lag 1M,2.298720807123121,increases predicted class probability,Units Vs 6M Avg Pct,1.7772205014589033,increases predicted class probability,Unit Rank Category Region,-1.6829863421409468,decreases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,904
484,1017,2025-12-01,3,Southern EU,2026-01-01,,scoring,173,refit_model_current_scoring,,,1,Medium Risk,0.42544641015685075,0.5651169626415421,0.009436627201606995,0.9436627201606994,0.9,2.9199510852237807,0.39,1,0,,,IT,Laptop Pro,Laptop Pro Model 18,Mature,149.0,149735.96000000002,2.0,0.1535,,,0,0.0,False,296,3,32894.630000000034,0.2196842361714582,0.0704158790170132,2.3186322336727847,0,0,0,0,10.0,1.0,10.0,,-0.0703157638285417,0,2.0,,2994.7192000000005,Medium Risk,0.5651169626415421,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-8.183071011676956,decreases predicted class probability,Customers Lag 1M,3.418429595279424,increases predicted class probability,Units Lag 1M,3.30674276833851,increases predicted class probability,Units Vs 6M Avg Pct,3.108215955920399,increases predicted class probability,Unit Share Lag 1M,3.0266639764279466,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,905
485,1173,2025-12-01,9,Western EU,2026-01-01,,scoring,1739,refit_model_current_scoring,,,1,Medium Risk,0.21885766299362072,0.7718555777172156,0.0092867592891631,0.92867592891631,0.9,3.952145481477709,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 14,Mature,113.0,6762.45,3.0,0.1073333333333333,180.0,61.55,0,0.0,False,284,0,1345.2300000000005,0.1989264245946366,0.1259754738015607,0.2619143175664915,0,0,0,0,8.123999999999999,0.0,47.121,0.0,-0.0210735754053633,0,1.6247999999999998,0.0,109.87628759999998,Medium Risk,0.7718555777172156,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,3.348409608903849,increases predicted class probability,Customers Lag 1M,3.3244680225331904,increases predicted class probability,Units Lag 1M,3.086803093058855,increases predicted class probability,Product Unit Share Category Region,2.909953984272059,increases predicted class probability,Customer Share Category Region,2.850856642695581,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,911
486,1062,2025-12-01,7,Eastern EU,2026-01-01,,scoring,627,refit_model_current_scoring,,,1,Medium Risk,0.3348367410552826,0.6558871222550638,0.009276136689653535,0.9276136689653535,0.9,3.3721969781718544,0.39,1,0,,,Medical,Medical Sensor,Medical Sensor Model 03,Mature,29.0,4543.39,2.0,0.0885,,,0,0.0,False,341,3,1263.4900000000007,0.2780941103449188,0.0323660714285714,-0.0649801587301587,0,0,0,0,10.0,1.0,10.0,,-0.1719058896550812,0,2.0,,90.8678,Medium Risk,0.6558871222550638,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.3850094573700535,increases predicted class probability,Units Lag 1M,3.1518410385116797,increases predicted class probability,Revenue Lag 1M,2.362916050623831,increases predicted class probability,Customer Count Growth Pct,2.3345805939195032,increases predicted class probability,Trend Slope 3M,2.333443671925727,increases predicted class probability,Supply pressure; Margin below target,Supply pressure; Margin below target,Monitor next month and assign an owner if deterioration continues,2,2,912
487,1105,2025-12-01,2,Western EU,2026-01-01,,scoring,1052,refit_model_current_scoring,,,1,Medium Risk,0.4171734058751748,0.5735894466067926,0.009237147518032857,0.9237147518032858,0.9,2.960318708214291,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 06,Mature,64.0,78131.75,2.0,0.0605,,,0,0.0,False,287,9,21272.870000000003,0.2722692119400884,0.0466812545587162,0.063295242726315,0,0,0,1,10.0,-0.5,10.0,,-0.0677307880599116,0,17.0,,13282.3975,Medium Risk,0.5735894466067926,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.1137674524878234,increases predicted class probability,Units Lag 1M,3.0267941442604376,increases predicted class probability,Unit Share Lag 1M,2.650506624223722,increases predicted class probability,Revenue Lag 1M,2.079861952480816,increases predicted class probability,Product Revenue Share Category Region,-1.984170604915907,decreases predicted class probability,Customer decline; Supply pressure; Declining customer base,Customer decline; Supply pressure; Declining customer base,Monitor next month and assign an owner if deterioration continues,3,2,914
488,1094,2025-12-01,3,Southern EU,2026-01-01,,scoring,943,refit_model_current_scoring,,,1,Medium Risk,0.368372941537862,0.6224150955786526,0.009211962883485112,0.9211962883485112,0.9,3.2041951067281143,0.39,1,0,,,Medical,Monitoring Device,Monitoring Device Model 15,Mature,190.0,122197.96,2.0,0.248,,,0,0.0,True,1571,42,37513.06000000001,0.3069859758706283,0.1159243441122635,45.41610738255034,0,0,0,0,10.0,1.0,10.0,,-0.0830140241293716,0,2.0,,2443.9592,Medium Risk,0.6224150955786526,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-6.283925245333956,decreases predicted class probability,Customers Lag 1M,3.3286815038318442,increases predicted class probability,Units Vs 6M Avg Pct,3.2020850169559827,increases predicted class probability,Units Lag 1M,2.559117154877816,increases predicted class probability,Customer Count Growth Pct,2.2011131788484253,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,916
489,1122,2025-12-01,3,Southern EU,2026-01-01,,scoring,1223,refit_model_current_scoring,,,1,Medium Risk,0.3676845732260482,0.6232053221362032,0.00911010463774843,0.911010463774843,0.9,3.2071276570585,0.39,1,0,,,Accessories,Connectivity Module,Connectivity Module Model 03,Mature,236.0,18677.46,3.0,0.141,,,0,0.0,False,265,1,7429.700000000001,0.3977896352073569,0.0967213114754098,1.6171648987463838,0,0,0,0,10.0,0.5,10.0,,0.0877896352073569,0,2.0,,373.5492,Medium Risk,0.6232053221362032,0.33333333333332965,0.3333333333333305,Customer Share Category Region,-5.661362036587458,decreases predicted class probability,Customers Lag 1M,3.510936405471929,increases predicted class probability,Units Lag 1M,3.3154045843317963,increases predicted class probability,Unit Share Lag 1M,3.0215824525215202,increases predicted class probability,Revenue Lag 1M,2.4573183745341343,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,920
490,1113,2025-12-01,5,Northern EU,2026-01-01,,scoring,1135,refit_model_current_scoring,,,1,Medium Risk,0.2707588729904655,0.7201982212912378,0.009042905718296376,0.9042905718296376,0.9,3.6914201636391524,0.39,1,0,,,Accessories,Industrial Scanner,Industrial Scanner Model 14,Mature,245.0,347419.87,3.0,0.18175,,,0,0.0,False,292,6,123832.87,0.3564357732331199,0.1521739130434782,1.687326549491212,0,0,0,0,10.0,0.0,10.0,,0.0164357732331199,0,2.0,,6948.3974,Medium Risk,0.7201982212912378,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.633125942465366,increases predicted class probability,Units Lag 1M,3.5984886390137936,increases predicted class probability,Unit Share Lag 1M,3.5504695520764384,increases predicted class probability,Product Revenue Share Category Region,2.3248349019662764,increases predicted class probability,Product Unit Share Category Region,2.281040536001797,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,922
491,1073,2025-12-01,9,Western EU,2026-01-01,,scoring,739,refit_model_current_scoring,,,1,Medium Risk,0.1998921768361264,0.7910653626452003,0.009042460518672833,0.9042460518672832,0.9,4.0457514184127294,0.39,1,0,,,Medical,Medical Sensor,Medical Sensor Model 14,Mature,168.0,23618.81,3.0,0.1326666666666666,,,0,0.0,False,280,3,9096.89,0.3851544595176472,0.1024390243902439,9.633170731707317,0,0,0,0,10.0,2.0,10.0,,-0.0648455404823528,0,2.0,,472.3762,Medium Risk,0.7910653626452003,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.751128138693491,increases predicted class probability,Units Lag 1M,3.363080587293072,increases predicted class probability,Customer Count Growth Pct,2.7791342118395455,increases predicted class probability,Unit Share Lag 1M,2.759403282143461,increases predicted class probability,Mom Units Growth Pct,2.4281718780194583,increases predicted class probability,Supply pressure,Supply pressure,Monitor next month and assign an owner if deterioration continues,1,2,923
492,1193,2025-12-01,7,Eastern EU,2026-01-01,,scoring,1937,refit_model_current_scoring,,,1,Medium Risk,0.4590322286817572,0.5319429775569783,0.009024793761264312,0.9024793761264311,0.9,2.749962825397535,0.39,1,0,,,Services,Service Contract,Service Contract Model 14,Growth,192.0,45276.74,1.0,0.102,180.0,63.27,0,0.0,False,259,5,26355.14,0.5820900533033077,0.0871934604904632,-0.0637712272589657,0,0,0,1,8.112,-0.5,46.367,0.0,-0.0379099466966923,0,16.6224,0.0,7526.080829759999,Medium Risk,0.5319429775569783,0.33333333333332965,0.3333333333333305,Customers Lag 1M,3.4792393510410564,increases predicted class probability,Unit Share Lag 1M,3.110392770734447,increases predicted class probability,Units Lag 1M,2.996411057815031,increases predicted class probability,Customer Count Growth Pct,-2.839548486629493,decreases predicted class probability,Mom Units Growth Pct,2.4900301925684394,increases predicted class probability,Customer decline; Supply pressure; Declining customer base,Customer decline; Supply pressure; Declining customer base,Monitor next month and assign an owner if deterioration continues,3,2,924
493,1168,2025-12-01,1,Western EU,2026-01-01,,scoring,1680,refit_model_current_scoring,,,1,Medium Risk,0.39303238239137317,0.5979640502837131,0.009003567324914077,0.9003567324914077,0.9,3.0798559246677066,0.39,1,0,,,Accessories,Accessory Kit,Accessory Kit Model 09,Growth,264.0,15947.26,6.0,0.131,180.0,63.01,0,0.0,False,271,3,3761.02,0.2358411413622152,0.0595802301963439,-0.6551084888931876,1,0,0,0,8.202,5.0,46.82900000000001,0.0,0.0158411413622152,0,16.6404,0.0,2653.6878530400004,Medium Risk,0.5979640502837131,0.33333333333332965,0.3333333333333305,Unit Share Lag 1M,4.591675521537938,increases predicted class probability,Units Lag 1M,3.4027227191257157,increases predicted class probability,Customers Lag 1M,3.095779220347987,increases predicted class probability,Customer Count Growth Pct,2.3432836518512126,increases predicted class probability,Revenue Lag 1M,2.2323971224488526,increases predicted class probability,Sales below trend; Supply pressure; Losing category share,Sales below trend; Supply pressure; Losing category share,Monitor next month and assign an owner if deterioration continues,3,2,925
